Participant_ID,friends_in_degree,friends_out_degree,friends_closeness,friends_betweenness,advice_in_degree,advice_out_degree,advice_closeness,advice_betweenness,disrespect_in_degree,disrespect_out_degree,disrespect_closeness,disrespect_betweenness,moretime_in_degree,moretime_out_degree,moretime_closeness,moretime_betweenness,influential_in_degree,influential_out_degree,influential_closeness,influential_betweenness,feedback_in_degree,feedback_out_degree,feedback_closeness,feedback_betweenness,academic_score,mental_score,social_score
32470,1.0,4.0,0.006711409395973154,0.0,10.0,1.0,0.06635944700460829,0.007180561374109762,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.16291937573402104,0.0,0.0,0.0,0.0,0.0,92.96202534900821,84.5451130478075,79.03813671603926
32471,0.0,0.0,0.0,0.0,2.0,0.0,0.08258064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,95.37233297397715,76.00514378224432,77.22282454036294
32472,7.0,2.0,0.05162622612287042,2.2673680391801197e-05,2.0,1.0,0.05578520378597643,0.00012568077084206116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,93.85510452366515,82.8118592527488,81.72071849201156
32473,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.08350586611456177,0.0,0.0,0.0,0.0,0.0,85.24861461952624,82.14189705418764,75.36377605998015
32474,2.0,1.0,0.015100671140939596,2.2673680391801197e-05,2.0,10.0,0.0210752688172043,0.0006979272647475412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.2094677688008842,6.469979296066252e-05,0.0,0.0,0.0,0.0,83.65952452693125,69.69799551732244,70.11986732627857
32475,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.0,97.39609661504163,92.3605511776598,86.01638263491765
32476,0.0,0.0,0.0,0.0,3.0,1.0,0.06060964782480024,0.011143695014662756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,94.71853857915808,72.45113170138134,79.3379441315089
32477,2.0,0.0,0.013422818791946308,0.0,3.0,0.0,0.027880184331797234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.1,0.0,92.47316906692465,74.1902348116297,77.95435150874019
32478,2.0,6.0,0.021476510067114096,0.0016022734143539513,3.0,0.0,0.08304198954766624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.023411371237458192,0.0004658385093167702,0.0,0.0,0.0,0.0,92.96717744693636,86.9242057717226,76.8343134073649
32479,4.0,4.0,0.03248322147651007,7.557893463933732e-05,3.0,1.0,0.046752098983650014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.05368234250221828,1.940993788819876e-05,0.0,0.0,0.0,0.0,92.38359122171713,82.2795944342917,77.20230105124965
32480,1.0,1.0,0.008948545861297539,0.0,3.0,3.0,0.03870967741935484,5.725457338360564e-05,0.0,0.0,0.0,0.0,2.0,0.0,0.13333333333333333,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,88.58804399152334,78.34106744575688,81.30648449463129
32481,1.0,5.0,0.006711409395973154,2.2673680391801197e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.05314883245538171,0.000844332298136646,0.0,0.0,0.0,0.0,86.82445395615252,87.55272590166831,75.71163987581787
32482,1.0,11.0,0.023635833090166328,0.001692968135921156,4.0,7.0,0.03670250896057348,0.009689987431922916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,91.08395805119987,87.8956934900885,84.88366190185697
32483,1.0,1.0,0.01874566072668364,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.06763285024154589,0.00011645962732919254,0.0,0.0,0.0,0.0,83.34727894422805,75.744057040363,70.19898064639955
32484,4.0,2.0,0.026845637583892617,0.0,2.0,2.0,0.04777502067824648,2.0946795140343527e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.033816425120772944,0.0,0.0,0.0,0.0,0.0,90.68062840866195,84.7606203665507,77.86798133764795
32485,10.0,2.0,0.06903163950143815,0.00024941048430981316,4.0,0.0,0.08246137164543237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4097171348917,84.72176303389588,84.14338684754617
32486,1.0,2.0,0.006711409395973154,0.0,5.0,5.0,0.043751335184789575,0.009928780896522832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0699792960662526,0.0,0.0,0.0,0.0,0.0,89.94060314766563,85.53917258292469,78.42531656537894
32488,0.0,7.0,0.0,0.0,4.0,0.0,0.05650048875855328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.009316770186335404,0.0,0.0,0.0,0.0,0.0,97.2609076863886,90.15740276417526,82.62861980362256
32489,5.0,5.0,0.04060402684563759,0.0005970735836507648,4.0,1.0,0.05250620347394541,0.0001466275659824047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,96.39729084369648,83.21918974971689,82.9308928384459
32490,1.0,4.0,0.006711409395973154,0.0,1.0,1.0,0.04589226124265056,0.0,1.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.04192546583850932,0.0,0.0,0.0,0.0,0.0,87.23321877066624,85.56204064497321,67.9324705326146
32491,1.0,2.0,0.027069351230425056,0.0,6.0,0.0,0.06298523783488245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,92.80929740614864,92.01241219459465,82.98468056579505
